hazard_label,surface_type,weather_condition,bounding_box_area_px,aspect_ratio,intensity_contrast,edge_density,depth_est_cm,repair_urgency_score,is_hazardous
Normal Clear,Concrete,Rainy,129.4,0.99,9.37,0.111,0.0,0.02,0
Normal Clear,Asphalt,Night / Low Light,167.4,1.08,6.93,0.115,0.0,0.02,0
Normal Clear,Concrete,Clear,20.0,1.17,15.74,0.067,0.0,0.02,0
Road Debris,Gravel,Rainy,3645.6,1.47,55.62,0.32,7.1,0.351,1
Pothole,Asphalt,Rainy,4645.6,1.07,70.82,0.56,16.8,0.943,1
Surface Crack,Gravel,Rainy,1125.3,3.89,38.2,0.665,1.1,0.412,1
Surface Crack,Asphalt,Rainy,1496.9,3.73,38.18,0.666,0.7,0.389,1
Pothole,Concrete,Clear,5336.6,0.87,71.13,0.525,11.6,0.661,1
Normal Clear,Asphalt,Clear,198.5,1.42,15.98,0.102,0.0,0.02,0
Surface Crack,Asphalt,Clear,706.9,3.19,41.7,0.789,3.2,0.588,1
Pothole,Asphalt,Clear,7032.4,1.01,85.28,0.448,15.1,0.9,1
Pothole,Asphalt,Rainy,2488.9,1.24,68.66,0.481,17.1,0.749,1
Normal Clear,Asphalt,Overcast,108.7,1.15,11.1,0.078,0.0,0.02,0
Pothole,Asphalt,Night / Low Light,4835.8,1.28,50.85,0.523,5.1,0.446,1
Normal Clear,Asphalt,Night / Low Light,196.3,1.05,13.66,0.096,0.0,0.02,0
Surface Crack,Gravel,Clear,2226.6,2.62,60.34,0.677,1.7,0.506,1
Surface Crack,Asphalt,Clear,1657.4,3.28,31.11,0.684,1.2,0.352,1
Road Debris,Asphalt,Clear,2595.5,1.47,69.24,0.233,5.2,0.523,1
Normal Clear,Asphalt,Clear,213.9,0.93,9.1,0.101,0.0,0.02,0
Surface Crack,Asphalt,Clear,971.8,4.49,59.25,0.707,2.9,0.639,1
Normal Clear,Concrete,Rainy,203.4,1.02,13.99,0.11,0.0,0.02,0
Road Debris,Concrete,Overcast,2851.1,1.98,63.74,0.262,3.5,0.369,1
Pothole,Asphalt,Clear,800.9,1.32,60.27,0.509,15.6,0.719,1
Normal Clear,Asphalt,Clear,194.7,1.09,4.77,0.115,0.0,0.02,0
Normal Clear,Concrete,Night / Low Light,238.7,1.0,12.13,0.064,0.0,0.02,0
Normal Clear,Asphalt,Clear,68.4,0.89,18.64,0.112,0.0,0.02,0
Normal Clear,Concrete,Overcast,111.4,0.88,20.54,0.049,0.0,0.02,0
Normal Clear,Asphalt,Night / Low Light,114.2,0.91,6.57,0.064,0.0,0.02,0
Normal Clear,Concrete,Overcast,123.9,0.82,17.31,0.045,0.0,0.02,0
Normal Clear,Asphalt,Clear,142.9,0.82,11.16,0.052,0.0,0.02,0
Normal Clear,Asphalt,Night / Low Light,153.8,1.06,17.61,0.062,0.0,0.02,0
Normal Clear,Gravel,Rainy,230.9,0.84,11.05,0.133,0.0,0.02,0
Road Debris,Asphalt,Rainy,5112.6,2.17,52.76,0.331,3.4,0.568,1
Normal Clear,Asphalt,Clear,114.8,1.04,8.32,0.125,0.0,0.02,0
Pothole,Asphalt,Clear,2615.7,1.57,68.47,0.381,16.9,0.789,1
Normal Clear,Asphalt,Rainy,153.9,1.04,7.68,0.084,0.0,0.02,0
Normal Clear,Asphalt,Rainy,221.4,1.03,8.66,0.124,0.0,0.02,0
Pothole,Asphalt,Overcast,5365.6,1.43,76.89,0.33,9.7,0.638,1
Normal Clear,Asphalt,Night / Low Light,153.5,0.84,7.78,0.058,0.0,0.02,0
Pothole,Asphalt,Night / Low Light,7482.4,1.24,72.34,0.322,10.0,0.746,1
Surface Crack,Concrete,Clear,665.8,4.7,51.32,0.792,1.7,0.435,1
Normal Clear,Asphalt,Night / Low Light,172.1,0.64,9.01,0.026,0.0,0.02,0
Pothole,Asphalt,Rainy,5895.9,1.19,41.26,0.45,7.5,0.565,1
Normal Clear,Concrete,Overcast,22.1,0.89,13.39,0.063,0.0,0.02,0
Normal Clear,Asphalt,Overcast,85.1,0.75,5.55,0.061,0.0,0.02,0
Road Debris,Asphalt,Clear,3451.0,2.44,55.36,0.346,7.5,0.406,1
Pothole,Asphalt,Overcast,6111.5,1.13,73.68,0.395,11.9,0.771,1
Surface Crack,Asphalt,Clear,1966.6,4.23,54.7,0.609,2.1,0.592,1
Road Debris,Asphalt,Clear,2915.1,1.29,72.56,0.393,9.8,0.83,1
Normal Clear,Asphalt,Rainy,254.0,1.0,19.14,0.105,0.0,0.02,0
Road Debris,Asphalt,Clear,2708.0,0.84,40.76,0.3,10.0,0.45,1
Pothole,Asphalt,Night / Low Light,2466.0,1.31,59.64,0.489,14.3,0.603,1
Road Debris,Asphalt,Clear,2843.5,1.17,48.58,0.36,4.6,0.566,1
Road Debris,Asphalt,Clear,4271.6,1.22,73.0,0.267,8.3,0.526,1
Normal Clear,Asphalt,Rainy,132.4,1.18,17.13,0.066,0.0,0.02,0
Pothole,Concrete,Night / Low Light,3644.2,0.74,59.14,0.474,12.9,0.629,1
Normal Clear,Asphalt,Overcast,76.3,1.07,7.29,0.099,0.0,0.02,0
Road Debris,Asphalt,Night / Low Light,1939.5,1.08,63.0,0.265,5.6,0.553,1
Normal Clear,Asphalt,Night / Low Light,148.9,1.16,8.23,0.057,0.0,0.02,0
Surface Crack,Asphalt,Clear,2228.2,1.38,45.12,0.709,1.9,0.558,1
Road Debris,Asphalt,Clear,1866.7,1.8,60.62,0.323,10.8,0.456,1
Normal Clear,Asphalt,Clear,218.4,0.99,12.64,0.049,0.0,0.02,0
Pothole,Concrete,Rainy,5007.1,1.43,76.68,0.323,10.9,0.687,1
Normal Clear,Asphalt,Night / Low Light,146.4,0.8,9.07,0.043,0.0,0.02,0
Normal Clear,Gravel,Clear,126.1,0.88,2.49,0.101,0.0,0.02,0
Pothole,Asphalt,Night / Low Light,7164.4,1.38,65.56,0.416,6.1,0.562,1
Surface Crack,Asphalt,Rainy,1681.6,1.02,41.04,0.532,3.3,0.733,1
Normal Clear,Asphalt,Clear,245.0,1.07,10.56,0.073,0.0,0.02,0
Pothole,Asphalt,Clear,4547.9,0.86,58.8,0.277,17.8,0.893,1
Road Debris,Asphalt,Overcast,1414.2,1.38,48.5,0.34,5.9,0.504,1
Surface Crack,Asphalt,Night / Low Light,1702.3,3.1,41.7,0.596,2.4,0.532,1
Road Debris,Asphalt,Overcast,1825.1,0.97,73.65,0.375,5.3,0.44,1
Pothole,Gravel,Clear,1654.9,1.04,77.82,0.396,13.7,0.616,1
Normal Clear,Concrete,Overcast,95.9,1.06,14.54,0.067,0.0,0.02,0
Normal Clear,Asphalt,Clear,57.7,1.24,12.35,0.01,0.0,0.02,0
Normal Clear,Asphalt,Clear,253.5,0.9,21.76,0.091,0.0,0.02,0
Normal Clear,Asphalt,Overcast,139.9,1.04,9.16,0.082,0.0,0.02,0
Pothole,Asphalt,Clear,6912.7,0.93,74.4,0.362,11.6,0.74,1
Normal Clear,Asphalt,Night / Low Light,172.1,1.03,13.15,0.13,0.0,0.02,0
Pothole,Asphalt,Clear,4454.7,1.43,92.62,0.525,9.7,0.551,1
Pothole,Asphalt,Rainy,4992.3,1.71,73.08,0.598,9.5,0.591,1
Surface Crack,Asphalt,Overcast,2341.1,3.72,43.81,0.698,2.1,0.522,1
Surface Crack,Gravel,Clear,2675.7,3.78,46.52,0.742,2.0,0.532,1
Normal Clear,Concrete,Night / Low Light,157.4,1.23,8.35,0.074,0.0,0.02,0
Normal Clear,Gravel,Clear,224.2,0.86,11.39,0.088,0.0,0.02,0
Surface Crack,Asphalt,Rainy,1206.5,3.34,45.9,0.655,2.4,0.591,1
Pothole,Asphalt,Clear,7042.9,1.27,62.9,0.553,16.6,0.999,1
Normal Clear,Asphalt,Clear,183.3,1.13,8.29,0.086,0.0,0.02,0
Surface Crack,Asphalt,Clear,2675.5,3.57,46.04,0.626,2.0,0.46,1
Surface Crack,Asphalt,Clear,1637.2,2.82,54.26,0.733,2.2,0.454,1
Pothole,Concrete,Overcast,6158.9,0.8,78.26,0.367,7.2,0.567,1
Normal Clear,Asphalt,Clear,123.2,0.82,14.3,0.059,0.0,0.02,0
Normal Clear,Asphalt,Clear,205.4,0.83,13.4,0.068,0.0,0.02,0
Pothole,Asphalt,Clear,4506.9,0.99,65.86,0.215,10.2,0.55,1
Pothole,Asphalt,Clear,4342.6,1.07,59.89,0.526,14.0,0.676,1
Normal Clear,Asphalt,Night / Low Light,55.8,1.12,12.34,0.096,0.0,0.02,0
Normal Clear,Asphalt,Overcast,156.6,1.0,13.14,0.145,0.0,0.02,0
Pothole,Asphalt,Clear,3931.3,1.82,78.23,0.449,11.0,0.622,1
Normal Clear,Asphalt,Overcast,257.4,0.88,4.0,0.017,0.0,0.02,0
Pothole,Gravel,Rainy,6086.3,1.19,70.2,0.277,8.8,0.559,1
Surface Crack,Asphalt,Clear,2580.0,4.23,32.84,0.608,2.6,0.585,1
Normal Clear,Concrete,Night / Low Light,20.0,0.9,8.53,0.09,0.0,0.02,0
Surface Crack,Asphalt,Rainy,3771.4,4.56,66.89,0.707,0.6,0.406,1
Road Debris,Asphalt,Night / Low Light,3408.5,1.57,45.24,0.409,2.9,0.568,1
Surface Crack,Asphalt,Overcast,942.4,4.71,57.43,0.654,2.6,0.573,1
Pothole,Asphalt,Clear,3347.7,1.34,77.45,0.361,8.0,0.502,1
Normal Clear,Asphalt,Overcast,137.3,1.15,12.59,0.061,0.0,0.02,0
Surface Crack,Concrete,Night / Low Light,1956.9,3.44,52.04,0.683,2.9,0.572,1
Normal Clear,Concrete,Rainy,106.3,0.91,17.71,0.099,0.0,0.02,0
Pothole,Asphalt,Rainy,4988.9,0.66,71.75,0.314,8.6,0.484,1
Pothole,Asphalt,Clear,5214.4,0.78,64.43,0.469,6.6,0.506,1
Pothole,Gravel,Overcast,5337.4,1.24,54.23,0.387,12.4,0.829,1
Normal Clear,Asphalt,Night / Low Light,145.8,0.73,8.76,0.137,0.0,0.02,0
Surface Crack,Asphalt,Clear,1486.8,5.91,35.05,0.545,1.7,0.452,1
Normal Clear,Asphalt,Clear,199.5,0.88,10.5,0.121,0.0,0.02,0
Surface Crack,Concrete,Rainy,1351.0,4.48,31.34,0.553,1.5,0.438,1
Normal Clear,Gravel,Clear,187.0,1.3,16.47,0.095,0.0,0.02,0
Pothole,Asphalt,Clear,5804.2,0.69,61.74,0.347,4.3,0.389,1
Normal Clear,Concrete,Rainy,220.1,1.12,15.52,0.064,0.0,0.02,0
Normal Clear,Concrete,Clear,191.2,1.16,14.08,0.072,0.0,0.02,0
Normal Clear,Asphalt,Clear,158.1,0.63,19.04,0.062,0.0,0.02,0
Normal Clear,Asphalt,Clear,133.3,0.74,14.69,0.096,0.0,0.02,0
Normal Clear,Asphalt,Clear,135.2,0.53,9.15,0.094,0.0,0.02,0
Road Debris,Gravel,Night / Low Light,2726.3,1.48,50.76,0.205,9.7,0.596,1
Pothole,Asphalt,Rainy,3454.9,0.98,67.37,0.466,6.9,0.365,1
Pothole,Concrete,Clear,5692.4,1.37,63.71,0.475,5.7,0.392,1
Normal Clear,Asphalt,Clear,263.1,0.9,10.27,0.097,0.0,0.02,0
Road Debris,Concrete,Rainy,1997.1,1.77,47.81,0.41,3.1,0.407,1
Normal Clear,Asphalt,Clear,185.5,0.91,7.68,0.044,0.0,0.02,0
Surface Crack,Asphalt,Clear,2218.4,1.0,36.91,0.79,2.6,0.547,1
Pothole,Concrete,Clear,4405.9,1.27,42.07,0.386,9.0,0.562,1
Pothole,Concrete,Overcast,5303.5,0.94,67.05,0.421,13.8,0.768,1
Normal Clear,Concrete,Night / Low Light,206.9,0.55,8.85,0.066,0.0,0.02,0
Surface Crack,Asphalt,Night / Low Light,1658.4,3.26,24.6,0.689,0.6,0.412,1
Pothole,Concrete,Night / Low Light,3393.2,0.75,73.34,0.415,9.9,0.443,1
Surface Crack,Asphalt,Night / Low Light,2340.7,3.13,62.15,0.624,1.1,0.309,1
Pothole,Asphalt,Rainy,4933.2,1.65,69.7,0.367,13.7,0.807,1
Road Debris,Asphalt,Rainy,2644.5,1.73,59.42,0.248,3.0,0.505,1
Pothole,Asphalt,Clear,5800.9,1.03,66.21,0.484,4.3,0.404,1
Normal Clear,Asphalt,Rainy,188.2,0.99,6.72,0.022,0.0,0.02,0
Surface Crack,Gravel,Night / Low Light,1122.6,6.43,50.78,0.669,0.8,0.354,1
Surface Crack,Asphalt,Rainy,1060.6,3.13,51.54,0.659,2.5,0.581,1
Pothole,Concrete,Clear,5994.7,1.02,80.7,0.395,14.6,0.958,1
Pothole,Asphalt,Clear,5267.1,1.39,81.74,0.463,16.3,0.858,1
Surface Crack,Asphalt,Rainy,1023.0,5.4,54.72,0.84,1.7,0.428,1
Surface Crack,Asphalt,Night / Low Light,805.2,1.87,59.41,0.738,2.1,0.47,1
Road Debris,Gravel,Overcast,2333.3,1.26,58.11,0.328,5.2,0.497,1
Surface Crack,Concrete,Clear,1685.0,4.45,27.91,0.697,1.7,0.491,1
Normal Clear,Gravel,Night / Low Light,93.5,0.95,12.55,0.067,0.0,0.02,0
Normal Clear,Gravel,Rainy,155.0,0.96,6.4,0.085,0.0,0.02,0
Normal Clear,Asphalt,Overcast,83.6,1.03,17.5,0.072,0.0,0.02,0
Pothole,Asphalt,Rainy,3094.2,1.16,58.02,0.468,14.3,0.552,1
Surface Crack,Concrete,Rainy,1059.9,4.3,51.18,0.822,2.4,0.554,1
Pothole,Asphalt,Rainy,5458.4,1.48,79.08,0.464,13.0,0.706,1
Pothole,Asphalt,Night / Low Light,1588.1,1.4,72.5,0.35,17.0,0.667,1
Normal Clear,Asphalt,Overcast,87.5,1.06,14.21,0.102,0.0,0.02,0
Pothole,Asphalt,Clear,4919.2,1.12,79.93,0.425,8.6,0.544,1
Surface Crack,Asphalt,Clear,1366.3,4.82,37.06,0.657,3.2,0.625,1
Road Debris,Asphalt,Overcast,3868.6,1.39,59.87,0.348,7.1,0.646,1
Normal Clear,Asphalt,Rainy,196.0,1.15,9.59,0.079,0.0,0.02,0
Road Debris,Asphalt,Rainy,3072.2,1.92,63.92,0.335,10.8,0.7,1
Pothole,Asphalt,Rainy,3661.8,1.18,73.5,0.493,15.9,0.799,1
Surface Crack,Asphalt,Clear,2076.2,3.02,48.21,0.725,1.8,0.494,1
Road Debris,Concrete,Night / Low Light,1255.3,0.66,70.08,0.331,4.0,0.619,1
Pothole,Asphalt,Night / Low Light,6100.4,1.3,81.01,0.375,13.5,0.778,1
Surface Crack,Asphalt,Clear,1573.2,1.58,49.75,0.676,3.0,0.489,1
Pothole,Concrete,Clear,3353.5,1.0,52.09,0.338,8.9,0.502,1
Pothole,Asphalt,Overcast,6523.2,1.92,69.72,0.359,5.9,0.504,1
Surface Crack,Asphalt,Clear,1530.8,2.85,47.19,0.574,1.0,0.311,1
Pothole,Concrete,Overcast,3463.0,1.2,68.33,0.37,7.5,0.431,1
Road Debris,Asphalt,Clear,1720.3,1.59,59.24,0.314,11.7,0.52,1
Normal Clear,Concrete,Rainy,178.6,1.28,7.52,0.066,0.0,0.02,0
Normal Clear,Concrete,Overcast,238.2,0.95,1.0,0.074,0.0,0.02,0
Pothole,Asphalt,Night / Low Light,4661.9,0.41,84.01,0.363,16.2,0.817,1
Pothole,Asphalt,Clear,4987.8,1.11,76.89,0.509,8.3,0.489,1
Pothole,Asphalt,Night / Low Light,4323.0,1.04,56.78,0.516,12.8,0.746,1
Road Debris,Asphalt,Clear,3266.7,1.44,64.17,0.27,6.3,0.408,1
Normal Clear,Asphalt,Clear,202.9,0.86,16.78,0.106,0.0,0.02,0
Pothole,Asphalt,Overcast,5168.1,1.38,60.62,0.569,17.8,0.844,1
Normal Clear,Asphalt,Night / Low Light,165.9,1.21,7.6,0.073,0.0,0.02,0
Pothole,Asphalt,Rainy,5010.4,1.65,54.1,0.483,5.5,0.411,1
Road Debris,Asphalt,Clear,1948.1,1.36,69.5,0.233,4.3,0.543,1
Normal Clear,Asphalt,Clear,74.6,1.3,13.36,0.103,0.0,0.02,0
Normal Clear,Asphalt,Clear,207.8,1.19,11.5,0.102,0.0,0.02,0
Normal Clear,Concrete,Rainy,59.5,1.08,18.93,0.059,0.0,0.02,0
Normal Clear,Asphalt,Night / Low Light,195.8,1.35,14.76,0.111,0.0,0.02,0
Surface Crack,Asphalt,Rainy,858.3,2.77,56.44,0.746,3.1,0.631,1
Normal Clear,Gravel,Overcast,147.3,0.74,15.48,0.102,0.0,0.02,0
Pothole,Asphalt,Clear,3689.3,1.41,72.5,0.318,14.4,0.683,1
Normal Clear,Asphalt,Clear,134.4,0.8,16.27,0.072,0.0,0.02,0
Road Debris,Asphalt,Clear,2285.4,1.84,38.21,0.298,3.0,0.499,1
Normal Clear,Asphalt,Clear,198.5,0.75,12.55,0.053,0.0,0.02,0
Surface Crack,Asphalt,Clear,1643.1,3.42,41.58,0.85,3.0,0.652,1
Road Debris,Asphalt,Overcast,1814.3,1.19,38.37,0.27,11.4,0.477,1
Road Debris,Asphalt,Clear,3802.1,1.6,56.92,0.428,2.9,0.4,1
Normal Clear,Concrete,Overcast,170.7,1.36,7.21,0.101,0.0,0.02,0
Pothole,Asphalt,Clear,5758.4,0.93,73.24,0.391,14.1,0.788,1
Pothole,Asphalt,Overcast,4437.9,0.94,69.98,0.511,4.7,0.265,1
Pothole,Concrete,Rainy,3519.7,1.57,66.26,0.382,17.4,0.836,1
Pothole,Asphalt,Overcast,5035.6,1.01,54.38,0.46,6.4,0.453,1
Normal Clear,Concrete,Clear,201.5,1.01,20.66,0.075,0.0,0.02,0
Pothole,Asphalt,Night / Low Light,6616.2,0.93,51.32,0.412,7.0,0.612,1
Normal Clear,Concrete,Overcast,107.1,1.1,15.09,0.048,0.0,0.02,0
Surface Crack,Asphalt,Clear,1376.5,4.63,38.13,0.542,2.3,0.583,1
Pothole,Concrete,Clear,5330.2,0.52,68.19,0.262,17.4,0.846,1
Normal Clear,Gravel,Clear,114.5,1.13,15.36,0.014,0.0,0.02,0
Normal Clear,Asphalt,Overcast,117.4,1.46,14.33,0.1,0.0,0.02,0
Surface Crack,Asphalt,Rainy,2503.7,3.82,51.37,0.722,3.4,0.591,1
Road Debris,Asphalt,Rainy,1675.8,1.6,58.73,0.24,7.0,0.536,1
Normal Clear,Asphalt,Clear,110.5,0.94,8.23,0.065,0.0,0.02,0
Pothole,Asphalt,Clear,4303.3,1.32,79.39,0.383,13.1,0.738,1
Normal Clear,Asphalt,Overcast,219.8,1.35,15.83,0.065,0.0,0.02,0
Normal Clear,Asphalt,Clear,158.5,0.55,14.55,0.084,0.0,0.02,0
Normal Clear,Asphalt,Rainy,229.8,0.85,14.06,0.05,0.0,0.02,0
Pothole,Asphalt,Overcast,4368.0,0.71,84.27,0.504,4.1,0.324,1
Normal Clear,Asphalt,Clear,166.3,1.27,12.16,0.086,0.0,0.02,0
Pothole,Asphalt,Night / Low Light,5919.5,0.74,74.24,0.419,17.3,0.923,1
Pothole,Asphalt,Clear,4635.3,1.36,78.04,0.426,5.2,0.426,1
Pothole,Asphalt,Rainy,6479.0,1.46,61.91,0.313,12.4,0.687,1
Surface Crack,Asphalt,Clear,933.5,4.65,51.87,0.552,2.8,0.694,1
Normal Clear,Asphalt,Night / Low Light,92.6,0.95,9.11,0.093,0.0,0.02,0
Normal Clear,Asphalt,Clear,117.6,0.62,11.12,0.039,0.0,0.02,0
Normal Clear,Asphalt,Rainy,160.2,0.76,10.05,0.085,0.0,0.02,0
Surface Crack,Concrete,Rainy,1672.5,4.08,50.44,0.534,1.9,0.436,1
Surface Crack,Asphalt,Clear,1798.9,4.31,54.72,0.617,2.9,0.545,1
Surface Crack,Asphalt,Night / Low Light,1233.1,3.98,34.32,0.584,2.1,0.494,1
Normal Clear,Concrete,Clear,208.9,1.17,11.42,0.13,0.0,0.02,0
Pothole,Concrete,Night / Low Light,6791.8,1.4,50.39,0.27,17.9,1.0,1
Normal Clear,Gravel,Clear,166.6,1.1,3.47,0.143,0.0,0.02,0
Road Debris,Asphalt,Night / Low Light,1982.1,1.13,52.45,0.391,10.8,0.503,1
Surface Crack,Asphalt,Clear,1089.8,4.08,62.54,0.689,1.6,0.422,1
Normal Clear,Concrete,Clear,118.9,1.31,17.19,0.098,0.0,0.02,0
Surface Crack,Asphalt,Clear,2897.4,6.26,43.6,0.569,2.1,0.56,1
Normal Clear,Asphalt,Night / Low Light,145.6,1.29,8.69,0.038,0.0,0.02,0
Normal Clear,Concrete,Clear,122.8,0.89,11.17,0.066,0.0,0.02,0
Surface Crack,Concrete,Overcast,595.3,3.7,46.85,0.631,1.1,0.422,1
Pothole,Gravel,Overcast,6953.9,1.27,44.19,0.378,14.0,0.779,1
Road Debris,Gravel,Clear,2536.7,1.37,61.01,0.352,11.6,0.572,1
Normal Clear,Concrete,Rainy,270.9,0.99,16.99,0.045,0.0,0.02,0
Pothole,Asphalt,Clear,1622.2,0.78,29.0,0.589,9.1,0.507,1
Road Debris,Concrete,Clear,3260.4,1.16,58.14,0.241,10.8,0.466,1
Road Debris,Asphalt,Night / Low Light,3245.0,1.82,56.01,0.431,3.5,0.415,1
Normal Clear,Asphalt,Night / Low Light,130.1,0.85,14.0,0.112,0.0,0.02,0
Pothole,Concrete,Rainy,5828.4,0.87,66.52,0.329,13.8,0.728,1
Normal Clear,Asphalt,Clear,115.4,1.12,15.75,0.117,0.0,0.02,0
Normal Clear,Asphalt,Clear,112.6,1.12,10.14,0.062,0.0,0.02,0
Pothole,Asphalt,Clear,5943.9,1.04,71.34,0.432,4.8,0.396,1
Pothole,Concrete,Night / Low Light,3021.8,0.92,69.32,0.309,12.9,0.686,1
Normal Clear,Asphalt,Rainy,132.2,1.07,12.22,0.103,0.0,0.02,0
Pothole,Concrete,Night / Low Light,2677.9,1.7,74.3,0.529,10.9,0.529,1
Normal Clear,Asphalt,Clear,187.0,1.1,6.67,0.05,0.0,0.02,0
Surface Crack,Concrete,Clear,3021.5,4.44,44.86,0.596,1.1,0.43,1
Pothole,Concrete,Clear,4200.3,1.36,78.51,0.499,8.1,0.602,1
Normal Clear,Asphalt,Clear,192.1,1.26,11.7,0.088,0.0,0.02,0
Surface Crack,Asphalt,Clear,1951.6,3.74,56.29,0.762,2.0,0.477,1
Road Debris,Asphalt,Overcast,2542.9,0.84,59.3,0.252,5.4,0.568,1
Surface Crack,Gravel,Overcast,2196.1,4.98,48.13,0.705,3.4,0.71,1
Road Debris,Asphalt,Rainy,3127.2,0.53,56.11,0.237,8.1,0.491,1
Pothole,Gravel,Rainy,4817.4,1.19,70.78,0.388,11.1,0.662,1
Surface Crack,Asphalt,Clear,2410.1,4.49,49.46,0.569,2.4,0.551,1
Normal Clear,Concrete,Overcast,122.2,0.98,7.43,0.102,0.0,0.02,0
Pothole,Concrete,Clear,2028.3,1.51,81.74,0.186,9.6,0.523,1
Normal Clear,Concrete,Overcast,129.9,1.17,15.5,0.054,0.0,0.02,0
Surface Crack,Gravel,Rainy,2398.8,3.36,54.69,0.547,0.6,0.285,1
Normal Clear,Asphalt,Clear,92.6,1.26,11.38,0.089,0.0,0.02,0
Pothole,Asphalt,Overcast,6667.6,1.16,65.79,0.516,16.1,0.911,1
Normal Clear,Concrete,Clear,183.4,1.04,16.01,0.08,0.0,0.02,0
Surface Crack,Concrete,Rainy,757.0,3.41,43.4,0.724,2.0,0.561,1
Pothole,Asphalt,Rainy,2994.4,0.88,62.74,0.277,5.9,0.38,1
Pothole,Asphalt,Clear,3647.2,1.41,59.18,0.348,12.2,0.611,1
Pothole,Asphalt,Clear,2664.7,1.43,63.97,0.464,8.7,0.516,1
Road Debris,Asphalt,Night / Low Light,3242.7,1.69,68.57,0.327,9.5,0.322,1
Surface Crack,Asphalt,Night / Low Light,2208.7,2.93,50.32,0.714,3.0,0.626,1
Normal Clear,Asphalt,Clear,80.8,0.98,13.06,0.067,0.0,0.02,0
Surface Crack,Concrete,Overcast,1988.8,4.69,44.76,0.672,2.3,0.565,1
Pothole,Asphalt,Clear,5527.5,1.72,76.71,0.421,15.6,0.866,1
Road Debris,Asphalt,Clear,865.4,0.82,62.36,0.266,11.9,0.545,1
Normal Clear,Asphalt,Clear,208.5,1.0,8.87,0.074,0.0,0.02,0
Pothole,Asphalt,Clear,4059.6,1.1,62.78,0.385,16.6,0.733,1
Pothole,Concrete,Clear,5728.4,1.66,78.26,0.463,16.3,0.919,1
Pothole,Gravel,Overcast,4855.2,0.67,71.36,0.429,16.7,0.908,1
Normal Clear,Asphalt,Clear,144.7,0.9,12.66,0.11,0.0,0.02,0
Normal Clear,Concrete,Clear,194.4,1.07,14.4,0.118,0.0,0.02,0
Surface Crack,Concrete,Clear,1710.0,2.57,55.41,0.597,1.0,0.316,1
Normal Clear,Concrete,Night / Low Light,123.9,0.87,12.47,0.094,0.0,0.02,0
Normal Clear,Asphalt,Overcast,117.7,0.89,9.28,0.068,0.0,0.02,0
Road Debris,Gravel,Clear,2454.0,2.03,44.88,0.405,5.3,0.377,1
Normal Clear,Asphalt,Clear,175.5,1.16,17.16,0.055,0.0,0.02,0
Pothole,Asphalt,Clear,4069.9,0.63,105.69,0.408,8.2,0.553,1
Pothole,Asphalt,Clear,6136.3,0.91,70.31,0.245,10.9,0.668,1
Pothole,Asphalt,Clear,4454.5,1.45,67.57,0.397,15.5,0.797,1
Pothole,Asphalt,Clear,6323.3,1.13,48.36,0.529,10.9,0.745,1
Road Debris,Asphalt,Clear,3493.8,1.29,57.06,0.3,6.6,0.52,1
Normal Clear,Asphalt,Rainy,126.7,1.26,8.83,0.065,0.0,0.02,0
Pothole,Concrete,Clear,4492.9,0.8,89.18,0.42,13.9,0.775,1
Pothole,Concrete,Overcast,5340.6,0.97,74.04,0.442,4.5,0.498,1
Surface Crack,Asphalt,Overcast,1465.1,3.59,38.24,0.64,3.5,0.679,1
Normal Clear,Concrete,Rainy,154.9,0.96,12.07,0.161,0.0,0.02,0
Surface Crack,Concrete,Clear,1987.0,4.51,48.5,0.624,1.8,0.458,1
Road Debris,Concrete,Clear,3580.6,1.65,64.92,0.323,3.9,0.407,1
Pothole,Asphalt,Clear,3067.0,1.1,50.82,0.646,11.0,0.601,1
Pothole,Concrete,Night / Low Light,3175.6,0.91,84.46,0.446,14.0,0.722,1
Normal Clear,Gravel,Rainy,160.6,1.05,10.78,0.053,0.0,0.02,0
Normal Clear,Concrete,Overcast,211.9,1.26,8.46,0.075,0.0,0.02,0
Pothole,Asphalt,Overcast,4327.9,1.19,68.77,0.496,15.9,0.77,1
Normal Clear,Asphalt,Clear,78.1,0.91,16.94,0.083,0.0,0.02,0
Road Debris,Asphalt,Rainy,2337.8,2.18,50.85,0.252,3.4,0.54,1
Normal Clear,Asphalt,Clear,191.0,1.19,9.25,0.074,0.0,0.02,0
Surface Crack,Asphalt,Clear,1206.1,3.57,50.47,0.663,1.5,0.401,1
Road Debris,Asphalt,Clear,3065.4,1.12,58.05,0.346,5.3,0.51,1
Surface Crack,Concrete,Clear,1224.2,1.97,49.46,0.824,3.3,0.577,1
Normal Clear,Concrete,Overcast,123.4,1.34,25.96,0.07,0.0,0.02,0
Pothole,Asphalt,Clear,4036.3,0.71,48.2,0.351,4.1,0.309,1
Pothole,Gravel,Rainy,4732.6,1.2,61.99,0.436,5.6,0.434,1
Surface Crack,Asphalt,Rainy,2224.0,3.12,44.43,0.614,0.9,0.322,1
Normal Clear,Concrete,Night / Low Light,139.9,0.75,10.32,0.018,0.0,0.02,0
Pothole,Concrete,Clear,6794.6,0.92,87.03,0.423,7.0,0.524,1
Normal Clear,Concrete,Overcast,163.9,1.03,12.83,0.068,0.0,0.02,0
Normal Clear,Gravel,Rainy,166.0,1.08,6.28,0.105,0.0,0.02,0
